index,Hard,Soft,Pro_Brexit,Remain,Anti_Hard,Anti_Soft,Ambiguous,Intensity,tweet_id
1109,0,0,0,0,0,0,1,3,9.21E+17
1110,1,0,1,0,0,0,0,4,9.16E+17
1111,0,0,0,0,1,0,0,3,9.11E+17
1112,0,0,0,0,1,0,0,3,9.13E+17
1113,0,0,0,0,0,0,1,1,9.21E+17
1114,0,0,0,1,0,0,0,4,9.13E+17
1115,0,0,0,0,1,0,0,4,9.12E+17
1116,0,0,0,0,0,0,1,2,9.11E+17
1117,1,0,1,0,0,0,0,3,9.27E+17
1118,1,0,1,0,0,0,0,3,9.12E+17
1119,1,0,1,0,0,1,0,2,9.22E+17
1120,0,0,0,1,0,0,0,3,9.26E+17
1121,0,0,0,0,0,0,1,2,9.21E+17
1122,0,0,0,0,0,0,1,3,9.24E+17
1123,0,0,0,0,0,0,1,2,9.19E+17
1124,0,0,0,0,0,0,1,2,9.13E+17
1125,0,0,0,0,0,0,1,2,9.20E+17
1126,0,0,0,0,0,0,1,1,9.23E+17
1127,0,0,0,1,0,0,0,5,9.10E+17
1128,0,0,0,0,0,0,1,2,9.12E+17
1129,0,0,0,0,1,0,0,2,9.15E+17
1130,0,0,0,0,1,0,0,4,9.11E+17
1131,0,0,0,0,0,0,1,3,9.20E+17
1132,0,0,0,0,0,0,1,3,9.19E+17
1133,0,0,0,1,0,0,0,4,9.20E+17
1134,0,0,0,0,1,0,0,3,9.18E+17
1135,0,0,0,0,0,0,1,1,9.19E+17
1136,0,0,0,0,1,0,0,3,9.19E+17
1137,0,0,0,0,1,0,0,3,9.25E+17
1138,0,0,0,1,0,0,0,3,9.27E+17
1139,0,0,0,1,0,0,0,3,9.15E+17
1140,0,0,0,0,1,0,0,3,9.08E+17
1141,0,0,0,1,0,0,0,3,9.16E+17
1142,0,0,0,0,0,0,1,4,9.13E+17
1143,0,0,0,1,0,0,0,4,9.27E+17
1144,1,0,1,0,0,0,0,3,9.11E+17
1145,1,0,1,0,0,0,0,3,9.20E+17
1146,1,0,1,0,0,0,0,3,9.23E+17
1147,0,0,0,0,1,0,0,3,9.08E+17
1148,1,0,1,0,0,1,0,4,9.12E+17
1149,0,0,0,1,0,0,0,5,9.09E+17
1150,0,0,0,0,0,0,1,3,9.09E+17
1151,1,0,1,0,0,0,0,3,9.15E+17
1152,1,0,1,0,0,0,0,3,9.12E+17
1153,1,0,1,0,0,1,0,3,9.12E+17
1154,0,0,0,0,0,0,1,3,9.18E+17
1155,0,0,0,1,1,1,0,2,9.25E+17
1156,0,0,0,1,0,0,0,5,9.23E+17
1157,0,0,0,1,0,0,0,1,9.18E+17
1158,0,0,0,1,0,0,0,3,9.09E+17
1159,0,0,0,1,1,0,0,5,9.21E+17
1160,0,0,0,0,0,0,1,4,9.26E+17
1161,0,0,0,1,1,0,0,4,9.25E+17
1162,0,0,0,0,0,0,1,1,9.23E+17
1163,0,0,0,0,1,0,0,3,9.18E+17
1164,0,0,0,0,0,0,1,4,9.12E+17
1165,0,0,0,0,0,0,1,4,9.16E+17
1166,0,0,0,1,0,0,0,3,9.12E+17
1167,1,0,1,0,0,0,0,3,9.25E+17
1168,0,0,0,1,0,0,0,3,9.13E+17
1169,1,0,1,0,0,0,0,2,9.13E+17
1170,0,0,0,1,0,0,0,3,9.13E+17
1171,0,0,0,0,0,0,1,1,9.22E+17
1172,0,0,0,0,1,0,0,4,9.26E+17
1173,0,0,0,0,1,0,0,3,9.21E+17
1174,0,0,0,0,0,0,1,3,9.13E+17
1175,0,0,0,1,0,0,0,3,9.24E+17
1176,0,0,0,0,0,0,1,3,9.24E+17
1177,0,0,0,1,1,0,0,3,9.26E+17
1178,0,0,0,0,0,0,1,2,9.19E+17
1179,0,0,0,0,0,0,1,2,9.13E+17
1180,1,0,1,0,0,0,0,2,9.13E+17
1181,0,0,0,0,0,0,1,3,9.27E+17
1182,0,0,0,1,1,0,0,3,9.10E+17
1183,0,0,0,0,0,0,1,1,9.19E+17
1184,0,0,0,0,0,0,1,1,9.25E+17
1185,0,0,0,1,0,0,0,2,9.10E+17
1186,0,0,0,1,0,0,0,3,9.15E+17
1187,1,0,1,0,0,1,0,4,9.24E+17
1188,1,0,1,0,0,1,0,5,9.22E+17
1189,0,0,0,0,1,0,0,5,9.10E+17
1190,0,0,0,0,0,0,1,2,9.20E+17
1191,0,0,0,0,1,0,0,2,9.20E+17
1192,0,0,0,1,0,0,0,4,9.14E+17
1193,0,0,0,1,0,0,0,4,9.19E+17
1194,1,0,1,0,0,0,0,3,9.19E+17
1195,0,0,0,0,0,0,1,3,9.13E+17
1196,1,0,1,0,0,0,0,2,9.18E+17
1197,0,0,0,0,1,0,0,2,9.11E+17
1198,0,0,0,1,0,0,0,4,9.16E+17
1199,1,0,1,0,0,0,0,2,9.20E+17
1200,0,0,0,1,1,0,0,5,9.21E+17
1201,0,0,0,1,0,0,0,4,9.12E+17
1202,0,0,0,0,0,0,1,4,9.13E+17
1203,0,0,0,0,0,0,1,2,9.20E+17
1204,0,0,0,0,0,0,1,3,9.12E+17
1205,1,0,0,0,0,0,1,2,9.24E+17
1206,0,0,0,0,1,0,0,3,9.16E+17
1207,0,0,0,0,0,0,1,3,9.11E+17
1208,1,0,1,0,0,1,0,5,9.14E+17
1209,1,0,1,0,0,1,0,5,9.11E+17
1210,1,0,1,0,0,0,0,3,9.20E+17
1211,0,0,0,0,1,0,0,3,9.09E+17
1212,0,0,0,0,0,0,1,3,9.16E+17
1213,0,0,0,0,1,0,0,4,9.08E+17
1214,1,0,1,0,0,1,0,4,9.13E+17
1215,0,0,0,0,1,0,0,4,9.12E+17
1216,0,0,0,0,0,0,1,3,9.26E+17
1217,0,0,0,1,0,0,0,5,9.18E+17
1218,1,0,1,0,0,1,0,5,9.18E+17
1219,1,0,1,0,0,1,0,3,9.24E+17
1220,1,0,1,0,0,1,0,5,9.22E+17
1221,0,0,0,0,0,0,1,3,9.10E+17
1222,0,0,0,0,0,0,1,2,9.21E+17
1223,0,0,0,0,0,0,1,4,9.13E+17
1224,1,0,1,0,0,1,0,5,9.13E+17
1225,1,0,1,0,0,0,0,4,9.14E+17
1226,0,0,0,0,0,0,1,1,9.21E+17
1227,0,0,0,1,0,0,0,5,9.18E+17
1228,0,0,0,0,0,0,1,3,9.21E+17
1229,0,0,0,0,1,0,0,3,9.12E+17
1230,0,0,0,1,0,0,0,4,9.25E+17
1231,1,0,1,0,0,0,0,3,9.17E+17
1232,1,0,1,0,0,0,0,3,9.27E+17
1233,0,0,0,0,1,0,0,4,9.13E+17
1234,0,0,0,0,1,0,0,4,9.24E+17
1235,1,0,1,0,0,1,0,3,9.19E+17
1236,1,0,0,0,0,0,0,3,9.18E+17
1237,0,0,0,0,1,0,0,4,9.20E+17
1238,0,0,0,0,1,0,0,3,9.11E+17
1239,0,0,0,0,0,0,1,3,9.10E+17
1240,0,0,0,0,0,0,1,2,9.18E+17
1241,1,0,1,0,0,0,0,4,9.19E+17
1242,0,0,0,0,0,0,1,3,9.10E+17
1243,0,0,0,0,0,0,1,4,9.15E+17
1244,1,0,1,0,0,0,0,4,9.18E+17
1245,0,0,0,0,0,0,1,1,9.11E+17
1246,0,0,0,0,1,0,0,2,9.27E+17
1247,0,0,0,0,0,0,1,3,9.10E+17
1248,0,0,0,0,0,0,1,1,9.18E+17
1249,0,0,0,0,1,0,0,4,9.09E+17
1250,0,0,0,0,0,0,1,2,9.21E+17
1251,0,0,0,0,0,0,1,2,9.18E+17
1252,0,0,0,0,0,0,1,1,9.14E+17
1253,0,0,0,1,0,0,0,2,9.20E+17
1254,0,0,0,0,1,0,0,3,9.22E+17
1255,1,0,1,0,0,0,0,4,9.22E+17
1256,1,0,1,0,0,0,0,4,9.21E+17
1257,0,0,0,1,1,0,0,4,9.16E+17
1258,1,0,1,0,0,1,0,5,9.18E+17
1259,0,0,0,0,0,0,1,3,9.12E+17
1260,0,0,0,0,0,0,1,3,9.16E+17
1261,0,0,0,0,0,0,1,4,9.16E+17
1262,0,0,0,0,0,0,1,3,9.25E+17
1263,0,0,0,1,0,0,0,4,9.23E+17
1264,0,0,0,0,0,0,1,4,9.26E+17
1265,0,0,0,0,0,0,1,1,9.21E+17
1266,0,0,0,0,0,0,1,3,9.13E+17
1267,0,0,0,1,0,0,0,3,9.20E+17
1268,0,0,0,1,0,0,0,5,9.17E+17
1269,0,0,0,1,0,0,0,3,9.16E+17
1270,1,0,1,0,0,0,0,3,9.20E+17
1271,0,0,0,1,1,0,0,3,9.24E+17
1272,1,0,1,0,0,0,0,3,9.11E+17
1273,0,0,0,0,0,0,1,1,9.20E+17
1274,0,0,0,1,1,0,0,3,9.26E+17
1275,0,0,0,1,0,0,0,2,9.11E+17
1276,0,0,0,0,0,0,1,4,9.16E+17
1277,0,0,0,0,0,0,1,2,9.16E+17
1278,0,0,0,0,0,0,1,3,9.20E+17
1279,1,0,1,0,0,0,0,3,9.18E+17
1280,0,0,0,0,0,0,1,1,9.18E+17
1281,0,0,0,1,0,0,0,4,9.22E+17
1282,0,0,0,0,0,0,1,4,9.25E+17
1283,0,0,0,0,0,0,1,3,9.17E+17
1284,0,0,0,1,1,0,0,3,9.16E+17
1285,0,0,0,0,0,0,1,3,9.20E+17
1286,1,0,1,0,0,0,0,3,9.17E+17
1287,0,0,0,0,1,0,0,2,9.20E+17
1288,1,0,1,0,0,0,0,4,9.22E+17
1289,0,0,0,0,1,0,0,3,9.15E+17
1290,0,0,0,0,1,0,0,5,9.20E+17
1291,0,0,0,0,0,0,1,1,9.22E+17
1292,0,0,0,0,0,0,1,2,9.18E+17
1293,0,0,0,1,1,1,0,4,9.26E+17
1294,0,0,0,0,0,0,1,3,9.17E+17
1295,1,0,1,0,0,0,0,3,9.24E+17
1296,0,0,0,0,1,0,0,3,9.21E+17
1297,0,0,0,1,0,0,0,4,9.10E+17
1298,0,0,0,1,0,0,0,4,9.24E+17
1299,0,0,0,0,1,0,0,3,9.20E+17
1300,0,0,0,0,1,0,0,4,9.21E+17
1301,0,0,0,0,0,0,1,3,9.21E+17
1302,0,0,0,1,0,0,0,3,9.20E+17
1303,0,1,0,0,0,0,0,2,9.08E+17
1304,0,0,0,0,0,0,1,4,9.20E+17
1305,0,0,0,0,0,0,1,2,9.26E+17
1306,1,0,1,0,0,0,0,3,9.14E+17
1307,1,0,1,0,0,0,0,3,9.24E+17
1308,0,0,0,1,1,1,0,3,9.20E+17
1309,0,0,0,0,0,0,1,3,9.14E+17
1310,0,0,0,0,1,0,0,3,9.12E+17
1311,0,0,0,0,1,0,0,3,9.19E+17
1312,0,0,0,1,0,0,0,3,9.14E+17
1313,0,0,0,0,0,0,1,2,9.09E+17
1314,1,0,1,0,0,0,0,4,9.11E+17
1315,0,1,0,0,0,0,0,3,9.21E+17
1316,0,1,0,0,0,0,0,2,9.13E+17
1317,0,0,0,0,1,0,0,3,9.10E+17
1318,0,0,0,0,0,0,1,1,9.13E+17
1319,0,0,0,0,0,0,1,1,9.19E+17
1320,0,0,0,0,1,0,0,3,9.09E+17
1321,0,0,0,0,1,0,0,3,9.18E+17
1322,0,0,0,0,1,0,0,4,9.21E+17
1323,0,0,0,0,0,0,1,2,9.24E+17
1324,0,0,0,0,0,0,1,2,9.18E+17
1325,0,0,0,0,1,0,0,3,9.15E+17
1326,0,0,0,1,0,1,0,3,9.19E+17
1327,0,0,0,1,0,0,0,4,9.18E+17
1328,1,0,1,0,0,0,0,4,9.21E+17
1329,0,0,0,1,0,0,0,3,9.16E+17
1330,0,0,0,1,0,0,0,4,9.11E+17
1331,0,0,0,0,0,0,1,2,9.26E+17
1332,1,0,1,0,0,0,0,3,9.13E+17
1333,0,0,0,0,0,0,1,2,9.08E+17
1334,0,0,0,0,0,0,1,2,9.20E+17
1335,0,0,0,1,0,0,0,1,9.16E+17
1336,0,1,0,0,0,0,0,2,9.14E+17
1337,1,0,1,0,0,1,0,4,9.21E+17
1338,0,0,0,1,0,0,0,3,9.19E+17
1339,1,0,1,0,0,0,0,3,9.25E+17
1340,0,0,0,0,0,0,1,4,9.09E+17
1341,0,0,0,0,0,0,1,1,9.08E+17
1342,0,0,0,0,0,0,1,1,9.24E+17
1343,0,0,0,0,0,0,1,2,9.19E+17
1344,0,0,0,0,0,0,1,4,9.27E+17
1345,0,1,0,0,0,0,0,3,9.14E+17
1346,0,0,0,0,0,0,1,1,9.24E+17
1347,0,0,0,1,0,0,0,3,9.24E+17
1348,0,1,0,0,0,0,0,3,9.20E+17
1349,0,0,0,0,0,0,1,1,9.16E+17
1350,0,1,0,0,0,0,0,2,9.19E+17
1351,0,0,0,0,0,0,1,1,9.24E+17
1352,1,0,1,0,0,1,0,3,9.25E+17
1353,0,0,0,0,0,0,1,2,9.11E+17
1354,0,0,0,1,1,1,0,4,9.21E+17
1355,1,0,1,0,0,1,0,3,9.09E+17
1356,1,0,1,0,0,0,0,3,9.25E+17
1357,0,0,0,0,0,0,1,2,9.17E+17
1358,0,0,0,0,0,0,1,2,9.11E+17
1359,0,0,0,1,0,0,0,3,9.17E+17
1360,0,0,0,1,0,0,0,3,9.14E+17
1361,1,0,1,0,0,1,0,2,9.11E+17
1362,0,0,0,0,0,0,1,3,9.21E+17
1363,0,0,0,0,0,0,1,1,9.27E+17
1364,0,0,0,0,0,0,1,3,9.12E+17
1365,0,0,0,0,0,0,1,2,9.24E+17
1366,1,0,1,0,0,1,0,4,9.11E+17
1367,0,1,0,0,0,0,0,2,9.10E+17
1368,0,0,0,0,0,0,1,3,9.12E+17
1369,1,0,1,0,0,1,0,4,9.09E+17
1370,0,0,0,0,0,0,1,4,9.19E+17
1371,1,0,1,0,0,1,0,4,9.22E+17
1372,0,1,0,0,0,0,0,3,9.26E+17
1373,0,0,0,0,0,1,0,3,9.09E+17
1374,0,0,0,1,0,1,0,4,9.14E+17
1375,0,0,0,0,0,0,1,2,9.10E+17
1376,0,0,0,0,0,0,1,3,9.10E+17
1377,0,1,0,0,1,0,0,3,9.10E+17
1378,0,0,0,0,0,0,1,3,9.15E+17
1379,0,0,0,0,0,0,1,3,9.16E+17
1380,1,0,1,0,0,0,0,2,9.11E+17
1381,0,0,0,1,0,0,0,3,9.22E+17
1382,0,0,0,0,0,0,1,1,9.23E+17
1383,1,0,1,0,0,0,0,2,9.22E+17
1384,0,1,0,0,0,0,0,3,9.27E+17
1385,0,0,0,0,0,0,1,4,9.21E+17
1386,0,0,0,0,0,0,1,3,9.19E+17
1387,0,1,0,0,0,0,0,3,9.24E+17
1388,1,0,1,0,0,0,0,4,9.24E+17
1389,0,0,0,1,0,0,0,3,9.27E+17
1390,0,0,0,0,0,0,1,2,9.14E+17
1391,0,1,0,0,0,0,0,3,9.11E+17
1392,0,0,0,0,0,0,1,2,9.11E+17
1393,0,1,0,0,0,0,0,3,9.10E+17
1394,0,0,0,0,0,0,1,2,9.12E+17
1395,0,1,0,0,0,0,0,2,9.10E+17
1396,0,1,0,0,0,0,0,3,9.17E+17
1397,0,1,0,0,0,0,0,3,9.26E+17
1398,0,1,0,0,0,0,0,2,9.08E+17
1399,0,1,0,0,0,0,0,2,9.26E+17
1400,0,1,0,0,1,0,0,4,9.12E+17
1401,0,1,0,0,0,0,0,4,9.25E+17
1402,0,0,0,1,1,1,0,4,9.15E+17
1403,0,1,0,0,0,0,0,2,9.11E+17
1404,0,0,0,0,0,0,1,2,9.20E+17
1405,1,0,1,0,0,1,0,3,9.14E+17
1406,0,0,0,0,0,0,1,1,9.27E+17
1407,0,0,0,1,1,1,0,2,9.27E+17
1408,0,0,0,1,0,0,0,1,9.11E+17
1409,0,0,0,1,1,0,0,2,9.20E+17
1410,0,0,0,0,0,0,1,1,9.24E+17
1411,0,1,0,0,0,0,0,2,9.20E+17
1412,0,1,0,0,0,0,0,1,9.19E+17
1413,0,0,0,0,0,0,1,1,9.15E+17
1414,0,0,0,0,0,0,1,2,9.20E+17
1415,0,0,0,0,0,0,1,2,9.21E+17
1416,0,0,0,0,0,0,1,2,9.25E+17
1417,0,1,0,0,0,0,0,2,9.11E+17
1418,1,0,1,0,0,0,0,2,9.11E+17
1419,0,0,0,1,1,1,0,3,9.27E+17
1420,0,0,0,0,0,0,1,2,9.20E+17
1421,0,0,0,1,0,1,0,4,9.23E+17
1422,0,0,0,0,0,0,1,4,9.18E+17
1423,0,1,0,0,0,0,0,2,9.11E+17
1424,0,0,0,1,0,0,0,5,9.19E+17
1425,0,0,0,0,0,0,1,2,9.21E+17
1426,1,0,1,0,0,0,0,4,9.09E+17
1427,0,0,0,0,0,0,1,1,9.08E+17
1428,0,0,0,0,0,0,1,2,9.10E+17
1429,0,0,0,1,0,1,0,3,9.21E+17
1430,0,0,0,1,1,1,0,5,9.21E+17
1431,1,0,1,0,0,0,0,3,9.15E+17
1432,0,0,0,0,0,0,1,3,9.20E+17
1433,0,0,0,1,1,0,0,5,9.17E+17
1434,0,0,0,1,0,0,0,4,9.12E+17
1435,1,0,0,0,0,1,0,3,9.10E+17
1436,1,0,1,0,0,1,0,3,9.11E+17
1437,0,0,0,0,0,0,1,1,9.25E+17
1438,0,0,0,0,0,0,1,1,9.21E+17
1439,0,1,0,0,0,0,0,2,9.22E+17
1440,0,1,0,0,1,0,0,3,9.18E+17
1441,0,0,0,1,0,0,0,2,9.10E+17
1442,1,0,1,0,0,0,0,3,9.20E+17
1443,0,0,0,1,0,0,0,4,9.14E+17
1444,0,0,0,0,0,0,1,5,9.11E+17
1445,0,0,0,0,0,0,1,4,9.10E+17
1446,0,0,0,0,0,0,1,3,9.16E+17
1447,0,0,0,0,0,0,1,1,9.21E+17
1448,1,0,0,0,0,1,0,3,9.15E+17
1449,0,0,0,1,1,1,0,2,9.18E+17
1450,0,1,0,0,0,0,0,2,9.26E+17
1451,0,1,0,0,0,0,0,2,9.20E+17
1452,0,0,0,0,0,0,1,4,9.10E+17
1453,0,0,0,1,1,1,0,3,9.12E+17
1454,0,0,0,0,0,0,1,1,9.09E+17
1455,0,0,0,0,0,0,1,2,9.16E+17
1456,0,1,0,0,0,0,0,3,9.21E+17
1457,0,1,1,0,0,0,0,2,9.15E+17
1458,0,1,0,0,0,0,0,3,9.11E+17
1459,0,0,0,0,0,0,1,2,9.15E+17
1460,0,0,0,0,0,0,1,1,9.15E+17
1461,0,0,0,0,0,1,0,2,9.09E+17
1462,0,0,0,0,0,0,1,2,9.19E+17
1463,1,0,1,0,0,1,0,5,9.09E+17
1464,0,0,0,0,0,0,1,2,9.12E+17
1465,0,0,0,0,0,0,1,2,9.12E+17
1466,0,0,0,0,0,0,1,2,9.21E+17
1467,0,0,0,1,1,0,0,4,9.23E+17
1468,1,0,1,0,0,1,0,5,9.19E+17
1469,0,1,0,0,0,0,0,3,9.13E+17
1470,0,0,0,0,0,0,1,3,9.10E+17
1471,0,0,0,0,0,0,1,2,9.17E+17
1472,0,0,0,0,0,0,1,2,9.25E+17
1473,0,0,0,1,0,0,0,4,9.08E+17
1474,0,1,0,0,0,0,0,4,9.16E+17
1475,0,1,0,0,0,0,0,3,9.24E+17
1476,0,0,0,1,0,0,0,5,9.23E+17
1477,0,1,0,0,0,0,0,4,9.22E+17
1478,0,0,0,0,0,0,1,3,9.10E+17
1479,0,1,0,0,0,0,0,3,9.22E+17
1480,0,0,0,0,0,0,1,2,9.09E+17
1481,1,0,1,0,0,0,0,4,9.10E+17
1482,0,0,0,0,0,0,1,1,9.16E+17
1483,0,0,0,0,0,0,1,2,9.27E+17
1484,0,0,0,0,0,0,1,2,9.16E+17
1485,0,1,0,0,0,0,0,3,9.09E+17
1486,0,0,0,0,0,0,1,1,9.12E+17
1487,0,1,0,0,0,0,0,2,9.26E+17
1488,1,0,1,0,0,1,0,2,9.10E+17
1489,1,0,1,0,0,1,0,3,9.11E+17
1490,0,1,0,0,0,0,0,2,9.10E+17
1491,0,1,0,0,0,0,0,2,9.08E+17
1492,0,0,0,1,0,0,0,2,9.23E+17
1493,1,0,1,0,0,0,0,4,9.21E+17
1494,0,0,0,0,0,0,1,5,9.23E+17
1495,0,1,0,0,0,0,0,2,9.11E+17
1496,0,0,0,1,1,1,0,5,9.18E+17
1497,0,1,0,0,0,0,0,3,9.14E+17
1498,0,0,0,0,0,0,1,3,9.21E+17
1499,0,0,0,0,0,0,1,1,9.12E+17
1500,1,0,1,0,0,0,0,2,9.10E+17
1501,0,0,0,1,1,0,0,4,9.23E+17
1502,0,0,0,1,1,0,0,2,9.11E+17
1503,1,0,1,0,0,1,0,4,9.27E+17
1504,0,0,0,0,0,0,1,1,9.26E+17
1505,1,0,1,0,0,0,0,3,9.22E+17
1506,0,0,0,0,0,0,1,2,9.27E+17
1507,0,1,0,0,0,0,0,2,9.09E+17
1508,0,1,0,0,0,0,0,3,9.11E+17
1509,0,0,0,0,0,0,1,3,9.18E+17
1510,0,1,0,0,0,0,0,2,9.15E+17
1511,1,0,1,0,0,1,0,3,9.22E+17
1512,0,0,0,0,0,0,1,2,9.19E+17
1513,0,0,0,1,0,0,0,3,9.13E+17
1514,0,0,0,1,1,1,0,4,9.15E+17
1515,0,0,0,0,0,0,1,3,9.21E+17
1516,0,0,0,0,0,0,1,1,9.23E+17
1517,0,1,0,0,0,0,0,3,9.14E+17
1518,0,0,0,0,0,0,1,2,9.09E+17
1519,1,0,1,0,0,1,0,3,9.24E+17
1520,1,0,1,0,0,1,0,4,9.15E+17
1521,0,0,0,1,0,0,0,5,9.23E+17
1522,0,0,0,0,0,0,1,2,9.23E+17
1523,0,0,0,0,0,0,1,1,9.13E+17
1524,1,0,1,0,0,0,0,1,9.24E+17
1525,0,1,0,0,0,0,0,2,9.26E+17
1526,0,0,0,0,0,0,1,3,9.12E+17
1527,0,0,0,0,0,0,1,2,9.21E+17
1528,0,0,0,0,0,0,1,3,9.23E+17
1529,1,0,1,0,0,0,0,5,9.13E+17
1530,1,0,1,0,0,1,0,4,9.11E+17
1531,0,0,0,0,0,0,1,4,9.23E+17
1532,1,0,1,0,0,1,0,4,9.09E+17
1533,0,0,0,0,0,0,1,1,9.25E+17
1534,0,1,0,0,0,0,0,3,9.20E+17
1535,0,0,0,0,0,0,1,1,9.27E+17
1536,0,1,0,0,0,0,0,2,9.21E+17
1537,0,1,0,0,0,0,0,3,9.15E+17
1538,0,0,0,0,0,0,1,1,9.27E+17
1539,0,0,0,0,0,0,1,1,9.15E+17
1540,0,0,0,0,0,0,1,2,9.24E+17
1541,0,0,0,0,0,0,1,3,9.17E+17
1542,1,0,1,0,0,1,0,5,9.11E+17
1543,0,0,0,0,0,0,1,3,9.10E+17
1544,0,0,0,1,1,1,0,4,9.23E+17
1545,0,1,0,0,0,0,0,4,9.08E+17
1546,0,0,0,0,0,0,1,1,9.24E+17
1547,0,1,0,0,0,0,0,3,9.08E+17
1548,0,0,0,0,0,0,1,1,9.27E+17
1549,0,1,0,0,0,0,0,2,9.22E+17
1550,1,0,1,0,0,1,0,3,9.21E+17
1551,1,0,1,0,0,1,0,2,9.23E+17
1552,0,0,0,0,0,0,1,1,9.26E+17
1553,0,0,0,0,0,0,1,2,9.12E+17
1554,0,0,0,0,0,0,1,1,9.17E+17
1555,0,0,0,0,0,0,1,1,9.11E+17
1556,1,0,1,0,0,1,0,2,9.08E+17
1557,0,0,0,0,0,0,1,2,9.12E+17
1558,0,1,0,0,0,0,0,2,9.13E+17
1559,0,0,0,0,0,0,1,1,9.12E+17
1560,0,1,0,0,0,0,0,2,9.16E+17
1561,0,1,0,0,0,0,0,2,9.20E+17
1562,1,0,1,0,0,1,0,4,9.14E+17
1563,0,1,0,0,0,0,0,3,9.12E+17
1564,0,0,0,0,0,0,1,4,9.25E+17
1565,0,0,0,1,1,1,0,5,9.22E+17
1566,0,0,0,0,0,0,1,3,9.13E+17
1567,0,0,0,0,0,0,1,2,9.20E+17
1568,1,0,1,0,0,1,0,3,9.21E+17
1569,1,0,1,0,0,0,0,3,9.09E+17
1570,0,0,0,0,0,0,1,3,9.23E+17
1571,0,1,0,0,0,0,0,5,9.13E+17
1572,0,0,0,0,0,0,1,3,9.09E+17
1573,0,1,0,0,0,0,0,4,9.22E+17
1574,0,1,0,0,0,0,0,3,9.19E+17
1575,0,0,0,0,0,0,1,4,9.10E+17
1576,0,1,0,0,0,0,0,2,9.26E+17
1577,1,0,1,0,0,1,0,5,9.18E+17
1578,0,0,0,1,1,1,0,4,9.25E+17
1579,0,0,0,0,0,1,0,2,9.09E+17
1580,0,0,0,0,0,0,1,1,9.18E+17
1581,0,1,0,0,0,0,0,2,9.10E+17
1582,0,0,0,0,0,0,1,2,9.17E+17
1583,0,0,0,0,0,0,1,2,9.19E+17
1584,0,1,0,0,0,0,0,2,9.26E+17
1585,1,0,1,0,0,1,0,4,9.11E+17
1586,0,0,0,1,0,0,0,5,9.21E+17
1587,0,0,0,0,0,0,1,3,9.15E+17
1588,0,0,0,0,0,0,1,2,9.11E+17
1589,0,0,0,0,0,0,1,4,9.27E+17
1590,1,0,1,0,0,1,0,5,9.17E+17
1591,0,1,0,0,0,0,0,5,9.25E+17
1592,0,1,0,0,0,0,0,3,9.19E+17
1593,0,1,0,0,0,0,0,2,9.09E+17
1594,0,1,0,0,0,0,0,2,9.26E+17
1595,0,0,0,1,0,0,0,4,9.15E+17
1596,0,0,0,0,0,0,1,3,9.18E+17
1597,0,0,0,0,0,0,1,1,9.10E+17
1598,0,1,0,0,0,0,0,2,9.12E+17
1599,0,0,0,0,0,0,1,2,9.20E+17
1600,1,0,1,0,0,0,0,3,9.21E+17
1601,0,0,0,0,0,0,1,3,9.20E+17
1602,0,1,0,0,0,0,0,2,9.15E+17
1603,1,0,1,0,0,1,0,5,9.20E+17
1604,0,0,0,1,0,0,0,2,9.19E+17
1605,0,0,0,0,0,1,0,2,9.09E+17
1606,0,0,0,0,0,0,1,3,9.25E+17
1607,0,0,0,0,0,0,1,1,9.12E+17
1608,0,0,0,0,0,0,1,4,9.18E+17
1609,0,0,0,0,0,0,1,3,9.20E+17
1610,0,0,0,1,1,1,0,4,9.17E+17
1611,0,0,0,1,0,0,0,4,9.19E+17
1612,0,0,0,0,0,0,1,2,9.14E+17
1613,1,0,1,0,0,1,0,3,9.13E+17
1614,0,1,0,0,0,0,0,2,9.19E+17
1615,0,0,0,0,0,0,1,1,9.18E+17
1616,0,1,0,0,0,0,0,3,9.23E+17
1617,0,1,0,0,0,0,0,3,9.14E+17
1618,0,1,0,0,0,0,0,3,9.18E+17
1619,0,1,0,0,0,0,0,3,9.09E+17
1620,1,0,1,0,0,1,0,4,9.08E+17
1621,0,0,0,0,0,0,1,2,9.09E+17
1622,0,0,0,0,0,0,1,1,9.25E+17
1623,0,0,0,0,0,0,1,3,9.22E+17
1624,0,0,0,1,1,1,0,4,9.16E+17
1625,0,0,0,0,0,0,1,1,9.13E+17
1626,0,0,0,0,0,0,1,2,9.10E+17
1627,0,0,0,0,0,0,1,2,9.16E+17
1628,0,0,0,0,0,0,1,2,9.09E+17
1629,0,0,0,0,0,0,1,1,9.21E+17
1630,0,1,0,0,0,0,0,2,9.10E+17
1631,0,0,0,0,0,0,1,2,9.13E+17
1632,0,0,0,0,0,0,1,3,9.12E+17
1633,0,0,0,0,0,0,1,1,9.12E+17
1634,0,1,1,0,0,0,0,3,9.12E+17
1635,0,0,0,0,0,0,1,1,9.11E+17
1636,0,0,0,0,0,0,1,2,9.13E+17
1637,0,0,0,0,0,0,1,2,9.11E+17
1638,0,0,0,0,0,0,1,3,9.23E+17
1639,0,0,0,0,0,0,1,4,9.18E+17
1640,0,0,0,0,0,0,1,3,9.10E+17
1641,0,0,0,0,0,0,1,3,9.11E+17
1642,0,0,0,0,0,0,1,2,9.11E+17
1643,0,1,0,0,0,0,0,2,9.26E+17
1644,1,0,1,0,0,1,0,4,9.18E+17
